,,,,,
Tabela com Modelos e Prompts utilizados para gerações,,,,,
Modelo,Prompt,Resultado,Personagen/Objeto,Observação,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art modular wall corner piece for underground tunnel tiles. Cracked concrete, exposed cables, industrial yellow trim, green terminal-code cracks. Transparent background. Make it readable as a corner connector.",,Canto de Parede Modular,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art broken subway rail obstacle. Rusted rails, cracked sleepers, exposed circuit traces underneath, green code leaking through cracks, debris. Transparent background. Linear obstacle, reusable horizontally or rotated.",,Trilhos Quebrados,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art closed security lockdown door. Heavy industrial sliding door, dark metal panels, faded yellow warning stripes, red alert light, green corruption on edges. Transparent background. Modular corridor barrier.",,Porta de Lockdown,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art wall-mounted ventilation duct opening. Bent metal grate, green glow inside, cracked concrete frame, cables around it. Transparent background. Must look like enemies can crawl out from it.",,Duto / Grade de Spawn,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art data rift spawn object. Jagged vertical tear in reality, black center, green terminal code spilling out, cyan scanline edges, purple corruption sparks. Transparent background.",,Rasgo de Dados,Vazio,
,,,,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art wall-mounted routing panel. Old industrial control panel, green CRT screen without readable text, cable bundles, blinking cyan lights, cracked casing, faded unreadable labels as pixel marks. Transparent background.",,Painel de Roteamento,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art server rack prop. Stacked black metal servers, green blinking lights, loose cables, dust, cracked panels, cyan data glow from vents. Transparent background. Usable as decoration or obstacle.",,Rack de Servidores,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art large modular data conduit pipe. Thick dark pipe with translucent green internal glow, metal clamps, cracked insulation, cyan pulses, small cable roots. Transparent background. Repeatable horizontal segment.",,Conduíte Gigante,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art cluster of black cables spreading like artificial roots over concrete. Green code leaks, cyan fiber lines, tangled but readable silhouette. Transparent background. Decoration, obstacle, or corruption overlay.",,Cabos / Raízes Artificiais,Vazio,
Flow Studio Nano Banana,"Create a 16-bit pixel art game asset for a 2D top-down roguelike survivor game. Visual style: Hacking Survivors, 1990s computer simulation, abandoned subway tunnels mixed with exposed network infrastructure, dark green terminal code, cracked concrete, black-blue shadows, faded industrial yellow, cyan data flow, subtle purple/acid-green protocol corruption.

The asset must be clean, readable, modular, and reusable for building tile-based levels. Use crisp pixel edges, limited palette, no blur, no painterly rendering, no realistic lighting, no text, no logos, no UI. Transparent background unless the asset is a floor texture. Top-down / slight 3/4 RPG perspective. Keep the object centered and isolated.

16-bit pixel art transparent overlay decal of protocol corruption. Acid green and purple pixel noise, broken code fragments without readable text, small glitch cracks, digital infection spreading across floor or wall. Transparent background.",,Decal de Corrupção,Vazio,
Antigravity (Gemini 3.1 pro),,"Listed directory Documentacao%20de%20inspiracao
Viewed HackingSurvivors_Fase3_GDD.md:1-731

Excelente ideia! Construir a fase montando os tiles a partir de texturas e objetos individuais (props) garante uma consistência visual muito maior e permite reutilizar as peças para montar corredores, encruzilhadas e arenas exatamente no formato que você precisa para o Level Design.

Com base no GDD da Fase 3 (O Uplink), a direção de arte é focada em uma **torre de transmissão retrofuturista, militarizada, com cores vibrantes sobre fundo escuro (preto, cinza metal, verde terminal, ciano, vermelho e magenta para jamming)**.

Aqui estão 10 prompts otimizados para gerar esses recortes (pensados para IAs de geração de imagem, escritos em inglês para melhor compreensão dos modelos). Adicionei a tag de fundo neutro/sólido nos objetos para facilitar o recorte (remoção de fundo) depois.

### 1. Chão da Passarela Metálica (Textura Base)
**Uso:** Para o chão dos corredores mais estreitos.
> **Prompt:** Top-down 2D game asset, seamless texture, retro-futuristic metal catwalk floor, dark metal grey and absolute black, narrow industrial grating, subtle glowing cyan signal lines underneath the grating, cyberpunk hacker aesthetic, highly detailed, flat top-down view, sharp edges.

### 2. Chão da Plataforma Sólida (Textura Base)
**Uso:** Para as arenas maiores e salas de repetidor.
> **Prompt:** Top-down 2D game asset, seamless texture, solid metal platform floor, reinforced industrial steel panels, dark metal grey, terminal green glowing hazard stripes, retro-futuristic broadcast tower aesthetic, flat top-down perspective, highly detailed.

### 3. Cabos de Transmissão e Dados (Objeto Decorativo)
**Uso:** Espalhados pelo chão para dar a sensação de ""nervos"" subindo pela torre.
> **Prompt:** Top-down 2D game asset, thick data cables and wiring bundles, glowing intense terminal green and cyan, sprawling like digital nerves, retro-futuristic tech, dark metal connectors, top-down perspective, isolated on solid white background, sharp clean vector-like edges.

### 4. Racks de Repetidor de Sinal (Objeto de Colisão)
**Uso:** Obstáculos e elementos temáticos para as arenas de repetidor.
> **Prompt:** Top-down 2D game asset, retro-futuristic signal repeater server rack, heavy dark metal and black casing, blinking red warning lights and cyan active signals, broadcast screens with green code, top-down perspective, isolated on solid white background.

### 5. Antena Parabólica / Mastro (Objeto de Cenário)
**Uso:** Posicionadas nas bordas das plataformas para reforçar o tema ""Uplink"".
> **Prompt:** Top-down 2D game asset, retro-futuristic satellite dish and transmission mast, dark metallic grey, emitting cold white RF energy, industrial and militarized simulation design, top-down perspective, isolated on solid white background.

### 6. Grades Corrompidas (Bordas dos Corredores)
**Uso:** Delimitar os corredores e passar a sensação de ambiente glitchado.
> **Prompt:** Top-down 2D game asset, industrial metal railing fence for a catwalk, heavily corrupted with horizontal TV glitch effects, dark metal emitting magenta and purple interference sparks, top-down perspective, isolated on solid white background.

### 7. Telas e Painéis de Broadcast (Objeto Decorativo/Luz)
**Uso:** Terminais brilhantes anexados às paredes ou no chão.
> **Prompt:** Top-down 2D game asset, retro-futuristic broadcast terminal screens, displaying raining green code on absolute black, glowing bright terminal green, metallic casing, top-down perspective, isolated on solid white background.

### 8. Luzes de Alerta / Sinalizadores (Objeto Decorativo)
**Uso:** Detalhes animados/brilhantes para sinalizar perigo e dar vida ao mapa.
> **Prompt:** Top-down 2D game asset, industrial warning light beacon, glowing intense red and cyan, dark metal base, militarized simulation aesthetic, retro-futuristic, top-down perspective, isolated on solid white background.

### 9. Gerador de Jamming (Objeto de Colisão/Hazard)
**Uso:** Pode ser usado visualmente para representar as zonas de interferência (Mecanica M1 do GDD).
> **Prompt:** Top-down 2D game asset, heavy jamming generator machine, militarized tech, dark metal, emitting magenta and purple interference sparks and distorted energy, robust and armored, top-down perspective, isolated on solid white background.

### 10. Fundo do Abismo / Céu Rasgado (Textura de Background parallax)
**Uso:** Para colocar na camada mais de baixo, preenchendo o vazio ao redor das passarelas (dando a ilusão de altura).
> **Prompt:** Seamless texture, 2D game background, false digital sky torn apart by green transmission beams, raining code falling upwards, infinite black abyss, retro-futuristic cyberpunk matrix aesthetic, high contrast, dark and moody, deep void.

---
**💡 Dica de Integração:** 
Como a câmera do seu jogo é Top-Down, certifique-se de manter as palavras **""top-down perspective""** ou **""flat top-down view""** fortes na IA que for utilizar. Depois de geradas, você pode importar as imagens, remover os fundos brancos (em ferramentas como Photoshop ou direto no Unity com pacotes específicos) e organizar as partes na aba *Tile Palette* do Unity!",Prompts para itens da fase 3,"Deu certo, agora vamos fazer a construção da fase 3.

Vamos começar com a fase 3. Quero montar um sistema no qual eu possa gerar algumas ""texturas""/objetos e usar isso para construir os tiles da fase 3, ao invés de só gerar uma imagem com IA que seria o tile pronto, pois não gostei da consistência de artes entre os tiles.

Com base no GDD da fase 3, presente na pasta 'C:\UFOP\TCC\Hacking Survivors\Documentacao de inspiracao' crie os prompts para objetos que serão usados para construir os tiles da fase 3, incluindo coisas como por exemplo o chão, paredes, e outros elementos pertinentes para construir os tiles. Faça o prompt para 10 itens que serão usados para construir os tiles. Os prompts devem ser pensados para usar na ia nano banana pro",
Flow Studio Nano Banana,"Top-down 2D game asset, seamless texture, retro-futuristic metal catwalk floor, dark metal grey and absolute black, narrow industrial grating, subtle glowing cyan signal lines underneath the grating, cyberpunk hacker aesthetic, highly detailed, flat top-down view, sharp edges.",,Chão da Passarela Metálica,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, seamless texture, solid metal platform floor, reinforced industrial steel panels, dark metal grey, terminal green glowing hazard stripes, retro-futuristic broadcast tower aesthetic, flat top-down perspective, highly detailed.",,Chão da Plataforma Sólida,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, thick data cables and wiring bundles, glowing intense terminal green and cyan, sprawling like digital nerves, retro-futuristic tech, dark metal connectors, top-down perspective, isolated on solid white background, sharp clean vector-like edges.",,Cabos de Transmissão e Dados,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, retro-futuristic signal repeater server rack, heavy dark metal and black casing, blinking red warning lights and cyan active signals, broadcast screens with green code, top-down perspective, isolated on solid white background.",,Racks de Repetidor de Sinal,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, retro-futuristic satellite dish and transmission mast, dark metallic grey, emitting cold white RF energy, industrial and militarized simulation design, top-down perspective, isolated on solid white background.",,Antena Parabólica / Mastro,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, industrial metal railing fence for a catwalk, heavily corrupted with horizontal TV glitch effects, dark metal emitting magenta and purple interference sparks, top-down perspective, isolated on solid white background.",,Grades Corrompidas,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, retro-futuristic broadcast terminal screens, displaying raining green code on absolute black, glowing bright terminal green, metallic casing, top-down perspective, isolated on solid white background.",,Telas e Painéis de Broadcast,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, industrial warning light beacon, glowing intense red and cyan, dark metal base, militarized simulation aesthetic, retro-futuristic, top-down perspective, isolated on solid white background.",,Luzes de Alerta / Sinalizadores,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, heavy jamming generator machine, militarized tech, dark metal, emitting magenta and purple interference sparks and distorted energy, robust and armored, top-down perspective, isolated on solid white background.",,Gerador de Jamming,Vazio,
Flow Studio Nano Banana,"Seamless texture, 2D game background, false digital sky torn apart by green transmission beams, raining code falling upwards, infinite black abyss, retro-futuristic cyberpunk matrix aesthetic, high contrast, dark and moody, deep void.",,Fundo do Abismo / Céu Rasgado,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, a single straight industrial metal railing fence for a catwalk, dark metallic grey, retro-futuristic design, subtle glowing cyan warning lights on the support posts, clean sharp vector-like edges, flat top-down perspective, isolated on solid white background, cyberpunk hacker aesthetic.",,Grade Limpa e Tecnológica,Vazio,
Flow Studio Nano Banana,"Top-down 2D game asset, a single straight industrial metal railing fence for a catwalk, heavily corrupted with horizontal TV glitch effects, dark metal emitting magenta and purple interference sparks, flat top-down perspective, isolated on solid white background.",,Grade Corrompida,Vazio,
Antigravity (Gemini 3.1 pro),,"Listed directory Documentacao%20de%20inspiracao
Viewed HackingSurvivors_Fase4_GDD.md:1-800

Com a Fase 4 entramos no clímax da narrativa! Como o GDD descreve, a fantasia agora muda de ""hackear uma matriz digital"" para ""invadir o hardware físico e sujo na Lua"". A mistura de poeira lunar, bases abandonadas, corpos reais em cápsulas e a corrupção orgânica-tecnológica dos Arquitetos (tons de violeta e âmbar) vai dar um tom pesado e incrível.

Como você usa o **Nano Banana Pro** (que costuma responder muito bem a prompts em inglês focados em pixel art top-down), preparei 10 prompts detalhados e otimizados para gerar os assets e obstáculos dessa nova arena aberta.

Aqui estão os 10 prompts para gerar os elementos da Fase 4:

### 1. Chão da Superfície Lunar com Grades (Tile de Chão Base)
> **Prompt:** `Top-down 2D pixel art game asset, lunar surface floor tile, dark gray moon dust, regolith, mixed with broken cold metal grates and wires, dark sci-fi, silent and moody atmosphere, seamless texture`

### 2. Cápsula de Drenagem Humana (Obstáculo / Objetivo)
> **Prompt:** `Top-down 2D pixel art game obstacle, sci-fi human cryo-pod laying on the ground, dirty glass cover, glowing cyan preservation fluids inside, thick dark cables attached to the base, cold hospital white lighting, dark sci-fi`

### 3. Rack de Servidores Corrompido (Obstáculo)
> **Prompt:** `Top-down 2D pixel art game obstacle, tall data center server rack, cold industrial metal, blinking terminal green lights, corrupted by alien organic material in pulsing violet and amber colors, horror sci-fi`

### 4. Âncora de Processamento (Obstáculo Alienígena / ROOT)
> **Prompt:** `Top-down 2D pixel art game asset, alien technological monolith anchor, organic and mechanical hybrid, pulsating amber and violet glow, root-like cables spreading out on the floor, ominous dark sci-fi`

### 5. Veia Tecnológica / Cabos Grossos (Detalhe de Chão)
> **Prompt:** `Top-down 2D pixel art game asset, thick black industrial power cables laying on the floor, acting like organic veins, pulsing green light from within, slightly covered in gray moon dust, dark sci-fi`

### 6. Terminal de Suporte de Vida (Obstáculo)
> **Prompt:** `Top-down 2D pixel art game obstacle, heavy sci-fi computer console terminal, glowing green holographic screens, cold hospital white lights, frost and condensation on the metal, abandoned lunar base`

### 7. Rover Lunar Destruído (Obstáculo Grande)
> **Prompt:** `Top-down 2D pixel art game obstacle, abandoned sci-fi lunar rover vehicle, large rugged wheels, cracked solar panels, glowing green headlights, heavily covered in gray moon dust, dark setting`

### 8. Parede de Contenção da Base (Tile de Parede / Limite)
> **Prompt:** `Top-down 2D pixel art game asset, thick interior wall of a lunar base, dark gray cold metal, exposed pipes and wiring, emergency red lights glowing, frost and ice condensation, horror sci-fi`

### 9. Torre de Inibição de Memória (Obstáculo Inimigo Fixo)
> **Prompt:** `Top-down 2D pixel art game obstacle, small sci-fi transmission tower, floating pale blue memory crystals orbiting it, halos of digital data, dark metal base covered in moon dust, mysterious atmosphere`

### 10. Janela do Observatório para a Terra (Detalhe Visual / Respiro)
> **Prompt:** `Top-down 2D pixel art game asset, wide reinforced glass window embedded in a dark metal frame, showing the black space and the planet Earth in the background, cold lighting, lunar base architecture`

Esses prompts vão garantir que a IA mantenha a perspectiva (Top-down 2D pixel art) e a paleta exata que o GDD pede (Ciano para os pods, verde para terminais, violeta/âmbar para a corrupção e cinza escuro para a Lua). 

Me avise assim que tiver gerado as artes e colocado na pasta, aí começamos a escrever o script gerador da Fase 4!",,"Deu certo, agora vamos fazer a construção da fase 4.



Vamos começar com os prompts para objetos que serão usados para construir os tiles da fase 4. Estou pensando em uma fase mais aberta, com fundo misturando o hardware da propria simulação, com temática lunar. Uma fase aberta, isto é, a área é toda jogavel, porém vamos gerar alguns tiles aleatórios no meio com alguns obstaculos.



Com base no GDD da fase 4, presente na pasta 'C:\UFOP\TCC\Hacking Survivors\Documentacao de inspiracao' crie os prompts para objetos que serão usados para construir os tiles da fase 4, incluindo coisas como por exemplo o chão, e outros elementos pertinentes para construir os tiles. Faça o prompt para 10 itens que serão usados para construir os tiles. Os prompts devem ser pensados para usar na ia nano banana pro.",
Flow Studio Nano Banana,"Top-down 2D pixel art game asset, lunar surface floor tile, dark gray moon dust, regolith, mixed with broken cold metal grates and wires, dark sci-fi, silent and moody atmosphere, seamless texture",,Chão da Superfície Lunar com Grades,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game obstacle, sci-fi human cryo-pod laying on the ground, dirty glass cover, glowing cyan preservation fluids inside, thick dark cables attached to the base, cold hospital white lighting, dark sci-fi",,Cápsula de Drenagem Humana,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game obstacle, tall data center server rack, cold industrial metal, blinking terminal green lights, corrupted by alien organic material in pulsing violet and amber colors, horror sci-fi",,Rack de Servidores Corrompido,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game asset, alien technological monolith anchor, organic and mechanical hybrid, pulsating amber and violet glow, root-like cables spreading out on the floor, ominous dark sci-fi",,Âncora de Processamento,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game asset, thick black industrial power cables laying on the floor, acting like organic veins, pulsing green light from within, slightly covered in gray moon dust, dark sci-fi",,Veia Tecnológica / Cabos Grossos,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game obstacle, heavy sci-fi computer console terminal, glowing green holographic screens, cold hospital white lights, frost and condensation on the metal, abandoned lunar base",,Terminal de Suporte de Vida,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game obstacle, abandoned sci-fi lunar rover vehicle, large rugged wheels, cracked solar panels, glowing green headlights, heavily covered in gray moon dust, dark setting",,Rover Lunar Destruído,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game asset, thick interior wall of a lunar base, dark gray cold metal, exposed pipes and wiring, emergency red lights glowing, frost and ice condensation, horror sci-fi",,Parede de Contenção da Base,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game obstacle, small sci-fi transmission tower, floating pale blue memory crystals orbiting it, halos of digital data, dark metal base covered in moon dust, mysterious atmosphere",,Torre de Inibição de Memória,Vazio,
Flow Studio Nano Banana,"Top-down 2D pixel art game asset, wide reinforced glass window embedded in a dark metal frame, showing the black space and the planet Earth in the background, cold lighting, lunar base architecture",,Janela do Observatório para a Terra,Vazio,
Antigravity (Gemini 3.1 pro),,"Prompts para Geração das Cutscenes (Nano Banana Pro)
Aqui estão os prompts detalhados (em inglês, pois a maioria das IAs de imagem entende melhor) para você gerar cada quadro da nossa história em quadrinhos. O estilo artístico recomendado para manter a consistência de ""Graphic Novel"" do jogo está no final de todos os prompts.

Dica de Estilo Base (adicione ao final de todos os prompts): Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.

1. Cutscene de Abertura (Início do Jogo)
Quadro 1: Isometric view of a crowded New York street, dull and gray colors, depressed ordinary people walking in the same direction, boring everyday life. Quadro 2: Close up face of a tired 30 year old male programmer with messy dark hair looking exhausted, subtle digital glitch effect in the background. Quadro 3: Close up of a cracked asphalt street, glowing bright neon green computer code flowing underneath the crack like veins, hacking concept. Quadro 4: A crowd of ordinary people suddenly stopping and staring blankly in the same direction with glowing empty eyes, a futuristic police car approaching in the background out of focus. Quadro 5: A badass female cyberpunk hacker with an intense look pulling a confused programmer down into a dark manhole, green neon lighting from below.

2. Cutscene Pós-Fase 1 (A Superfície → A Fundação)
Quadro 1: A gritty cyberpunk hideout, a male programmer holding a glowing green digital cube of data, a veteran female hacker looking at it with a serious expression. Quadro 2: A glowing green holographic projection of a massive underground network of cables, tunnels, and data conduits descending deep into darkness, computer network concept. Quadro 3: Extreme close up of a female cyberpunk hacker's face, serious and determined expression, her face illuminated by green holographic light. Quadro 4: Silhouettes of three cyberpunk characters standing in a dark room, looking down at a glowing digital pit going infinitely down.

3. Cutscene Pós-Fase 2 (A Fundação → O Uplink)
Quadro 1: A young female network engineer frantically typing on an advanced glowing computer terminal, multiple floating hacker screens around her. Quadro 2: A digital hologram map showing thousands of underground tunnels converging into one giant red transmission tower in the center. Quadro 3: Close up of the programmer's face illuminated by a red glow, his eyes narrowing in intense realization. Quadro 4: The programmer cocking a futuristic cyber-weapon, determined hero pose, ready for battle, dark industrial background.

4. Cutscene Pós-Fase 3 (O Uplink → A Lua)
Quadro 1: Top of a massive transmission tower, the programmer ripping a giant glowing cable out of a mainframe, a tech guy analyzing a data screen. Quadro 2: A glowing monitor screen displaying the text ""DESTINATION: LUNAR COLONY"", background showing planet Earth seen from space, shocking revelation. Quadro 3: The programmer looking completely shocked and betrayed at the veteran female hacker, who is looking away with a guilty and burdened expression. Quadro 4: The programmer standing tall in front of a glowing dimensional data portal, heroic and determined, ready to step through.

5. Cutscene Final (Fim do Jogo)
Quadro 1: A massive explosion of white light dissolving into falling red computer code, ""FATAL EXCEPTION"" text floating, simulation breaking down. Quadro 2: Wide shot of the lunar surface in space, a gigantic dark mechanical server structure shutting down and losing power, millions of glowing human pods opening up, steam coming out. Quadro 3: Fragile humans stepping out of futuristic hibernation pods on the moon, looking up in awe at the starry space sky, waking up from the matrix. Quadro 4: The programmer and the female hacker standing side by side on the lunar surface wearing futuristic space suits, looking at a beautiful bright blue Earth in the sky. Quadro 5: Close up of the programmer clenching his fist, weak green computer code fading from his skin, determined look. Quadro 6: A dark room, a single retro computer terminal blinking green text in the darkness saying ""REBOOTING..."", ominous cliffhanger ending.",Prompts para gerar cenas da cutscene,"Deu certo obrigado, agora com base no GDD do jogo e das fases, me ajude a planejar um esquema de ""cutscene"" que será feito como se fosse uma história em quadrinhos, apresentando alguns frames da história com balões de conversa. As cutscenes deverão ser inicio do jogo, fim da fase 1 para iniciar a 2, fim da fase 2 para iniciar a 3, fim da fase 3 para iniciar a 4, e fim do jogo.
Antes de implementar, eu quero que você mê de os prompts necessários para construir os quadros com o google nano banana pro",
Flow Studio Nano Banana,"Quadro 1: Isometric view of a crowded New York street, dull and gray colors, depressed ordinary people walking in the same direction, boring everyday life. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood",,Quadro 1 - Cutscene 1,Vazio,
Flow Studio Nano Banana,"Quadro 2: Close up face of a tired 30 year old male programmer with messy dark hair looking exhausted, subtle digital glitch effect in the background. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 2 - Cutscene 1,Adicionei um quadro extra,
Flow Studio Nano Banana,"Seria melhor se o fundo fosse o quadro 1, porem do ponto de vista proximo do chão, dando um close-up na cara do rex e com algumas falhas no cenário representando os glitchs",,Quadro 3 - Cutscene 1,Vazio,
Flow Studio Nano Banana,"Quadro 4: Close up of a cracked asphalt street, glowing bright neon green computer code flowing underneath the crack like veins, hacking concept. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 4 - Cutscene 1,Vazio,
Flow Studio Nano Banana,"Quadro 5: A crowd of ordinary people suddenly stopping and staring blankly in the same direction with glowing empty eyes, looking at rex, a futuristic police car approaching in the background out of focus. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 5 - Cutscene 1,Editei o prompt um pouco,
Flow Studio Nano Banana,"Quadro 6: A badass female cyberpunk hacker with an intense look pulling a confused programmer (rex) down into a dark manhole, green neon lighting from below, saving him from countless new york pedestrians with glowing empty terminal-green eyes. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 6 - Cutscene 1,Vazio,
Flow Studio Nano Banana,"Agora vamos fazer a cutscene 2, começando pelo quadro 1.


Quadro 1: A gritty cyberpunk hideout, a male programmer (Rex) holding a glowing green digital cube of data, a veteran female hacker (Mira) looking at it with a serious expression. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.
",,Quadro 1 - Custecen 2,Vazio,
Flow Studio Nano Banana,"Quadro 2: A digital hologram map showing thousands of underground tunnels converging into one giant red transmission tower in the center. Style of a cyberpunk dark graphic novel, highly detailed comic book art, cel-shaded, gritty atmosphere, sharp ink lines, dramatic cinematic lighting, sci-fi dystopian mood.",,Quadro 2 - Cutscene 2,Vazio,
