,,,,,
Tabela com Modelos e Prompts utilizados para gerações,,,,,
Modelo,Prompt,Resultado,Personagen/Objeto,Observação,
Flow Studio Nano Banana,"A full-body 2D character sprite illustration rendered in a rich, hand-painted digital art style with bold, expressive black outlines and deep, painterly textures. The aesthetic, volumetric lighting, and detailed material rendering must strictly match the character reference, but applied to different character, vacation-themed attire.

The Character (The Pirate Tourist):
The subject is a burly pirate NPC clearly on a relaxing vacation, looking slightly out of place but cheerful.

Attire (Pirate Beachwear): Instead of heavy coats, he wears a loose, open-collared linen shirt. The fabric is rough and textured, featuring a crudely block-printed, faded tropical pattern (like crude palm trees mixed with skull-and-crossbones). He wears cut-off canvas trousers (pirate shorts) with heavily frayed, threadbare cuffs, and is barefoot, showing tough, sand-covered feet. On his head is a battered straw sun hat, perhaps with an old bandana tied around the band.

The Camera: Hanging prominently around his thick neck by a wide, worn leather strap is a bulky, archaic-looking camera. It appears jury-rigged, made of polished brass, dark wood, and a large, gleaming glass lens, looking like an early mechanical contraption rather than a modern device.

Appearance & Pose: He has a sunburned nose (maybe with a dab of white zinc oxide on it) and a relaxed, wide, goofy grin. He stands in a casual pose, thumbs hooked into the waistband of his shorts or holding the camera steady.

Lighting & Background:
The character is lit with bright, warm volumetric sunlight (fitting a beach setting), highlighting the rough weave of the linen shirt, the straw texture of the hat, and the metallic glint of the brass camera parts. The background is completely solid white.",https://drive.google.com/file/d/1wAp9Q-PS44jUkhoy9MQVzpLGkdS66_Ku/view?usp=drive_link,NPC: Pirata de férias,"Agora, com base no mesmo estilo e story spine do jogo, faça o prompt para um personagem npc pirata que está passando férias na ilha, ele tem roupas praianas e uma máquina fotográfica pendurada no pescoço. Ele deve estar em um fundo branco. 

E o estilo de arte deve ser condizente com o do personagem PinkBob também enviado na imagem. Não copiar a mesma roupa.",
Flow Studio Nano Banana,"Modify the character's face to make it look different, and give it black hair. Also, add some hair to its chest.",https://drive.google.com/file/d/1x8KUzacT8ifd5m1vQPv2z4MOsZ0GO_kb/view?usp=drive_link,Modificar NPC: Pirata de férias,"Pedi para modificar o personagem, para ele ficar diferente do pinkbob",
Flow Studio Nano Banana,"A 3-frame 2D character animation sprite sheet rendered in a rich, hand-painted digital art style with deep, painterly textures and volumetric lighting. The aesthetic must strictly match the specific design of the ""Pirate Tourist"" NPC previously generated (patterned linen shirt, straw hat, sunburn, bulky brass camera).

The Character:
The subject is the burly pirate tourist in his beach attire, with the large, archaic brass and wood camera hanging around his neck.

The Animation Sequence (Idle - Appreciating View):
The sheet displays 3 distinct frames arranged horizontally on a solid white background, creating a subtle, looping relaxing animation:

Frame 1 (Base Pose & Inhale Start): The pirate stands in a relaxed posture, looking slightly off to the left towards the ""horizon"". His chest begins to rise slightly as he starts a deep, contented breath in. His expression is peaceful.

Frame 2 (Scan & Peak Inhale): His head turns slowly and smoothly towards the right, scanning the imaginary landscape. His chest is fully expanded with a deep inhalation. A satisfied, relaxed smile forms on his sunburned face. The heavy camera on his chest lifts slightly with the breath.

Frame 3 (Exhale & Settle): His head turns back towards the center position. His chest lowers as he exhales slowly. He maintains the satisfied smile, looking content. The camera settles back down against his chest.

Technical Details:
The volumetric lighting remains consistent, highlighting the textures of the straw hat and the metal of the camera as he moves subtly. His feet remain planted firmly on the ground throughout the sequence; the movement is all in the upper body and head.",https://drive.google.com/file/d/1xw7ce6e4FmmNJcaNDMPu69qMRR7oWnk_/view?usp=drive_link,Sprite Sheet: NPC Pirata de Férias,Agora eu preciso do prompt para o sprite sheet desse mesmo personagem em um estado idle apreciando a paisagem em 3 frames,
Flow Studio Nano Banana,"A full-body 2D character sprite illustration rendered in a rich, hand-painted digital art style with bold, expressive black outlines and deep, painterly textures. The aesthetic, volumetric lighting, and detailed material rendering must strictly match the character reference.

The Character (Hotel Receptionist):
The subject is a capable, no-nonsense female pirate who manages the front desk of the ""Hotel Descanso do Marujo."" She strikes a balance between professional and intimidating.

Appearance & Expression: She is a middle-aged woman with a stern, professional demeanor and a knowing smirk. Her hair is tied back tightly in a practical bun, perhaps with a few stray graying strands and a quill pen tucked behind her ear.

Attire (Pirate Professional): Her clothing is of better quality than the average pirate but still functional. She wears a tailored waistcoat made of heavy, rich fabric (perhaps deep purple velvet with somewhat tarnished gold trim, echoing the hotel's decor) over a crisp, practical linen blouse. A long, sturdy skirt and sensible leather boots complete the look. A heavy leather belt around her waist holds a massive ring of large iron skeleton keys.

Pose & Prop: She stands behind a small, implied counter (or just holding the prop), holding a very large, heavy, leather-bound hotel registry book open with one hand, the other hand perhaps resting on the key ring or pointing at a page.

Lighting & Background:
The character is lit with dramatic, volumetric interior lighting (as if from a lobby chandelier), casting distinct shadows and highlighting the rich pile of her velvet waistcoat, the worn leather of the book cover, and the metallic glint of the keys. The background is completely solid white.",https://drive.google.com/file/d/1Z0Dqz5cVEqh1bwsYC6oaGP8ZmhQq9EN2/view?usp=drive_link,NPC: Recepcionista do hotel,"Agora, com base no mesmo estilo e story spine do jogo, faça o prompt para um personagem npc recepcionista, ela é uma mulher que trabalha no hotel ""Descanso do Marujo"". ElA deve estar em um fundo branco. 

E o estilo de arte deve ser condizente com o do personagem PinkBob também enviado na imagem.",
Flow Studio Nano Banana,"A 3-frame 2D character animation sprite sheet rendered in a rich, hand-painted digital art style with deep, painterly textures and volumetric lighting. The aesthetic must strictly match the specific design of the ""Hotel Receptionist"" NPC previously generated (stern expression, bun, velvet waistcoat, heavy key ring, large leather book).

The Character:
The subject is the stern female hotel receptionist, holding the large, heavy leather-bound registry book open with one hand.

The Animation Sequence (Idle - Turning Pages):
The sheet displays 3 distinct frames arranged horizontally on a solid white background, creating a looping animation of a routine action:

Frame 1 (Ready): The receptionist stands in her base pose. Her left hand supports the heavy open book. Her right hand is poised at the bottom right corner of the right-hand page, thumb and forefinger ready to grasp it. Her expression remains stern and focused on the book.

Frame 2 (The Turn): Her right hand has lifted the corner of the page and is in the middle of flipping it over towards the left side. The heavy parchment page is mid-air, showing a slight curl. Her fingers are bent, gripping the paper. Her head might tilt down slightly to follow the action.

Frame 3 (Settle & Read): The page has been turned completely. Her right hand is now smoothing the new page flat onto the left side of the book. Her gaze is directed down at the newly revealed page. The heavy keys on her belt might sway very slightly with the movement.

Technical Details:
The volumetric lighting remains consistent, catching the texture of the parchment paper as it curls and the worn leather of the book cover. The movement is efficient and practiced, showing her familiarity with the task.",https://drive.google.com/file/d/1YMkRPMMqnuzM-OBbPGDJ8NVYBoXKauiV/view?usp=drive_link,Sprite Sheet: NPC Recepcionista,Agora eu preciso do prompt para o sprite sheet desse mesmo personagem em um estado idle passando as páginas do seu livro em 3 frames,
Gemini,,"Aqui está o design do diálogo para a Recepcionista do Hotel ""Descanso do Marujo"". Vamos chamá-la de Madame Gisele.

Ela representa o obstáculo burocrático clássico: polida, eficiente, mas completamente inflexível e crítica quanto à aparência do PinkBob.

Cena: Lobby do Hotel ""Descanso do Marujo""
Personagens: PinkBob J. vs. Madame Gisele (Uma mulher com óculos de gatinho, cabelo em coque apertadíssimo e um crachá dourado escrito ""Gerente de Experiência do Hóspede"").
Cenário: Um saguão limpo demais, com cheiro de lavanda (o mesmo cheiro do Tio Barba Rosa), sofás de veludo e um balcão de mármore alto que faz PinkBob parecer ainda menor. Atrás dela, o Quadro de Chaves com apenas uma chave dourada pendurada: a da Suíte Presidencial.

Diálogo Inicial (Ao clicar na Recepcionista)
Madame Gisele: (Sem levantar os olhos de um livro de registros) ""Seja bem-vindo ao 'Descanso do Marujo', o único estabelecimento 5 âncoras da ilha. Temos toalhas aquecidas, sabonetes importados e...""

(Ela levanta os olhos, vê PinkBob e seu sorriso de atendimento desaparece instantaneamente, transformando-se em uma careta de nojo).

Madame Gisele: ""...e uma política rigorosa de 'Direito de Admissão'. O senhor está procurando a saída de serviço ou a lata de lixo mais próxima? Posso chamar a segurança para guiá-lo a ambas.""

Árvore de Diálogos (Opções)
1. ""Estou procurando um hóspede. O nome dele é João.""
PinkBob: ""Calma, Madame. Não vim roubar os sabonetes... ainda. Estou procurando um amigo. Um tal de João. Ele está hospedado aqui?""

Madame Gisele: ""O Sr. João? O magnata do setor de Feijões Mágicos & Derivados? Certamente. Ele alugou nossa Suíte Presidencial, no andar superior. Um cavalheiro de gostos refinados... pagou três meses adiantado em moedas de ouro que cheiram a esterco. Encantador.""

2. ""Posso subir para vê-lo? Somos velhos amigos.""
PinkBob: ""Ótimo! Eu preciso subir e dar um 'olá' para ele. Somos unha e carne, eu e o Joãozinho.""

Madame Gisele: ""Receio que isso seja impossível, senhor. O Sr. João deixou ordens explícitas de 'Não Perturbe'. Ele está em um retiro criativo, meditando sobre seus ativos vegetais.""

PinkBob: ""Mas é urgente! É sobre... a vaca dele.""

Madame Gisele: ""A política do hotel é clara: sem chave, sem visita. E eu jamais entregaria a chave da Suíte Presidencial a alguém que parece ter perdido uma briga com um cardume de sardinhas. A chave fica aqui, segura comigo.""

3. ""Ouvi dizer que o serviço de quarto aqui é terrível."" (Flavor Text)
PinkBob: ""É verdade que vocês servem rum aguado no café da manhã?""

Madame Gisele: ""Senhor, nosso rum é envelhecido em barris de carvalho francês ao som de música clássica. Se o seu paladar rústico não consegue apreciar a sutileza das notas amadeiradas, sugiro que volte a beber água da sarjeta.""

4. ""MEU DEUS! AQUELE É O JOÃO PULANDO DA JANELA?"" (A Solução)
PinkBob: (Olhando para fora, fingindo pânico) ""SANTO RUM DO BARRIL! Madame! Aquele caindo lá fora... não é o João? Acho que ele pulou da janela do segundo andar!""

Madame Gisele: ""O quê?! Pulou?!""

PinkBob: ""Parece que ele não aguentou o peso da fama! Ou talvez tenha escorregado no sabonete importado!""

Madame Gisele: (Entrando em pânico profissional) ""Não! O seguro! A reputação! Se a imprensa marrom descobrir que um hóspede VIP se esborrachou na nossa calçada de mármore, perderemos as 5 âncoras! Fique aí! Não toque em nada!""

(Madame Gisele sai correndo desesperada em direção à porta da frente, deixando o balcão desprotegido).

Consequências (Feedback Visual e Gameplay)
Ação: Madame Gisele desaparece da tela correndo para a rua.

Oportunidade: A câmera foca ligeiramente no Quadro de Chaves atrás do balcão.

Interação: O jogador agora pode usar o comando Pegar na ""Chave Dourada da Suíte"".

Timer (Opcional): Em jogos clássicos, ela voltaria depois de um tempo. Para evitar frustração moderna, ela pode ficar lá fora ""procurando o corpo"" indefinidamente até o jogador subir as escadas, ou o jogo pode dar tempo suficiente com uma música de tensão cômica.

Próximo Passo Sugerido
Agora PinkBob tem a chave e o caminho livre para o andar de cima.
Gostaria que eu descrevesse a Cena do Quarto do João? (Onde finalmente descobriremos o segredo do mapa/anotações e teremos o encontro com o personagem).",Diálogo: NPC Recepcionista,"Preciso que você gere as falas e opções de diálogo com a recepcionista do hotel Descanso Do Marujo. 

Ela é uma mulher bem esnobe, que fala bem, mas é uma boa atendente.



O jogador (pinkbob) deverá perguntar se João está hospedado no hotel, o que a recepcionista dirá que sim, no andar de cima. Ele perguntará se pode ir lá velo, mas a recepcionista vai negar e que não pode lhe dar a chave do quarto. 

O jogador vai então falar que ouviu um cara lá fora falar que o João deve ter pulado do segundo andar, então a recepcionista vai sair correndo dando oportunidade do PinkBob pegar a chave.",
Flow Studio Nano Banana,"A single 2D object sprite illustration rendered in a rich, hand-painted digital art style with bold, expressive black outlines and deep, painterly textures, strictly matching the aesthetic and volumetric lighting of the character reference.

The Object (Hotel Room Key & Fob):
The subject is a heavy, antiquated skeleton key belonging to the ""Hotel Descanso do Marujo"".

The Key: It is a large, heavy skeleton key made of dark, wrought iron. The metal shows signs of age, with patches of surface rust, scratches, and a slightly oily sheen where it has been handled repeatedly. The bit (the part that enters the lock) is complex and sturdy.

The Fob (Tag): attached to the key's bow by a loop of thick, rough-hewn hemp twine is a chunky, rectangular wooden tag. The wood looks like sea-worn driftwood, splintered slightly at the edges and stained by salt and dirt.

The Markings: Clumsily carved or burned deeply into the wooden tag with a hot iron are the words: ""H. DESCANSO DO MARUJO"" in smaller letters, and below it, a large, bold number: ""4"".

Lighting & Background:
The object is lit with dramatic, volumetric studio lighting. A strong highlight catches the rough edges of the iron and the deep grain of the carved wood, giving it a heavy, tactile quality. Shadows are cast beneath it, defining its shape. The background is completely solid white.",https://drive.google.com/file/d/1-P_KlCk8vj0u8TAbTNZmcFCnVzmWAmBo/view?usp=drive_link,Objeto: Chave do quarto de João,"Agora, com base no mesmo estilo e story spine do jogo, faça o prompt para um objeto, uma chave de quarto de hotel. Ele deve estar em um fundo branco.

E o estilo de arte deve ser condizente com o do personagem PinkBob também enviado na imagem.",
Suno AI,"## 🎵 O Enigma do Rum (A Canção de Porto Ressaca) 🎵

### 🎼 Direção Musical e Arranjo

* **Andamento:** Animado e contagiante (cerca de 115 BPM). Tem que dar vontade de bater o pé na mesa da taverna.
* **Instrumentação:** * Acordeão (puxando a melodia principal)
* Violão de aço (rítmico e percussivo)
* Steel drums caribenhos (para o toque anacrônico)
* Percussão feita com batidas em barris de madeira e tilintar de canecas de vidro.


* **Voz:** Um coral de piratas levemente desafinados (e possivelmente embriagados) cantando o refrão com muita empolgação.

---

### 📜 Letra da Música

**[Intro]**
*(Som de gaivotas de fundo, um acordeão começa a tocar uma melodia alegre. Ouve-se o som de uma caneca batendo na mesa de madeira e um soluço cômico)*

**[Verso 1]**
Em Porto Ressaca, o sol já raiou,
Mas o pirata PinkBob ainda não acordou.
Fugindo do trampo, vivendo de sorte,
O rum é seu norte, a preguiça é seu forte!
Seu tio Barba Rosa é pura vaidade,
Com cheiro de flores e autoridade,
Mas Bob não quer a glória da guerra...
Só quer a garrafa mais cheia da terra!

**[Refrão]** *(Coral de Piratas entra com força)*
Oh, joga a âncora e enche o caneco!
Tem vaca de rum no castelo do eco!
Um pé de feijão que rasgou as estrelas,
Esqueça o ouro, as joias e as pérolas!
O maior tesouro que um homem abraça,
É o rum infinito... e provar sua raça!
*(Som de ""Saúde!"" e canecas tilintando)*

**[Verso 2]**
Com bússola louca e a Maré Alta,
Roubando o tio sem sentir muita falta.
Tem planta mutante e um velho na ilha,
Buscando a lenda que a todos humilha.
Lá no topo das nuvens tem um gigante em paz,
Fazendo terapia e regando os quintais!
E num quiz de tevê, a vitória chegou,
O Barba Rosa chorou, mas no fim aceitou!

**[Ponte]** *(A música desacelera, o acordeão fica melancólico e dramático)*
Pois não era só pela velha bebida...
*(Voz solo de um pirata)*
Era o respeito pra mudar sua vida!
*(A música volta ao ritmo rápido e explosivo)*
A bússola aponta pro seu coração,
E o que ele queria? Ter sempre razão!

**[Refrão]**
Oh, joga a âncora e enche o caneco!
Tem vaca de rum no castelo do eco!
Um pé de feijão que rasgou as estrelas,
Esqueça o ouro, as joias e as pérolas!
O maior tesouro que um homem abraça,
É o rum infinito... e provar sua raça!

**[Outro]**
Bebe, PinkBob! A lenda do mar!
Na sua taverna, nós vamos brindar!
*(A música vai abaixando o volume, como se a porta da taverna estivesse se fechando. Ouve-se um último mugido de vaca, mas o som é estranhamente parecido com uma rolha saindo de uma garrafa)*

---

### 💡 Dica de Integração no Jogo

Para a tela de menu, você pode programar o jogo para tocar a **[Intro]** em loop enquanto o jogador não clica em ""Iniciar"". Quando ele clicar em ""Novo Jogo"", o som do tilintar de canecas e o refrão explosivo podem tocar como transição para a primeira cutscene!

Você gostaria que eu ajudasse a criar o roteiro com os diálogos para a cena do **duelo de perguntas de conhecimentos gerais contra o Gigatón**, ou prefere bolar os itens do menu da nova taverna do PinkBob?",https://drive.google.com/file/d/1s5bmoUle5sVu2SZX6DOnyESlNgCKah_R/view?usp=drive_link,Musica tema do jogo,"Pedi ao gemini:
Com base no story spine do jogo PinkBob e o Enigma do rum a seguir, quero que você crie uma música tema para o menu inicial do jogo: (Story Spine do jogo inserido aqui)",
Suno AI,"## 🎵 O Enigma do Rum (A Canção de Porto Ressaca) 🎵

### 🎼 Direção Musical e Arranjo

* **Andamento:** Animado e contagiante (cerca de 115 BPM). Tem que dar vontade de bater o pé na mesa da taverna.
* **Instrumentação:** * Acordeão (puxando a melodia principal)
* Violão de aço (rítmico e percussivo)
* Steel drums caribenhos (para o toque anacrônico)
* Percussão feita com batidas em barris de madeira e tilintar de canecas de vidro.


* **Voz:** Um coral de piratas levemente desafinados (e possivelmente embriagados) cantando o refrão com muita empolgação.

---

### 📜 Letra da Música

**[Intro]**
*(Som de gaivotas de fundo, um acordeão começa a tocar uma melodia alegre. Ouve-se o som de uma caneca batendo na mesa de madeira e um soluço cômico)*

**[Verso 1]**
Em Porto Ressaca, o sol já raiou,
Mas o pirata PinkBob ainda não acordou.
Fugindo do trampo, vivendo de sorte,
O rum é seu norte, a preguiça é seu forte!
Seu tio Barba Rosa é pura vaidade,
Com cheiro de flores e autoridade,
Mas Bob não quer a glória da guerra...
Só quer a garrafa mais cheia da terra!

**[Refrão]** *(Coral de Piratas entra com força)*
Oh, joga a âncora e enche o caneco!
Tem vaca de rum no castelo do eco!
Um pé de feijão que rasgou as estrelas,
Esqueça o ouro, as joias e as pérolas!
O maior tesouro que um homem abraça,
É o rum infinito... e provar sua raça!
*(Som de ""Saúde!"" e canecas tilintando)*

**[Verso 2]**
Com bússola louca e a Maré Alta,
Roubando o tio sem sentir muita falta.
Tem planta mutante e um velho na ilha,
Buscando a lenda que a todos humilha.
Lá no topo das nuvens tem um gigante em paz,
Fazendo terapia e regando os quintais!
E num quiz de tevê, a vitória chegou,
O Barba Rosa chorou, mas no fim aceitou!

**[Ponte]** *(A música desacelera, o acordeão fica melancólico e dramático)*
Pois não era só pela velha bebida...
*(Voz solo de um pirata)*
Era o respeito pra mudar sua vida!
*(A música volta ao ritmo rápido e explosivo)*
A bússola aponta pro seu coração,
E o que ele queria? Ter sempre razão!

**[Refrão]**
Oh, joga a âncora e enche o caneco!
Tem vaca de rum no castelo do eco!
Um pé de feijão que rasgou as estrelas,
Esqueça o ouro, as joias e as pérolas!
O maior tesouro que um homem abraça,
É o rum infinito... e provar sua raça!

**[Outro]**
Bebe, PinkBob! A lenda do mar!
Na sua taverna, nós vamos brindar!
*(A música vai abaixando o volume, como se a porta da taverna estivesse se fechando. Ouve-se um último mugido de vaca, mas o som é estranhamente parecido com uma rolha saindo de uma garrafa)*

---

### 💡 Dica de Integração no Jogo

Para a tela de menu, você pode programar o jogo para tocar a **[Intro]** em loop enquanto o jogador não clica em ""Iniciar"". Quando ele clicar em ""Novo Jogo"", o som do tilintar de canecas e o refrão explosivo podem tocar como transição para a primeira cutscene!

Você gostaria que eu ajudasse a criar o roteiro com os diálogos para a cena do **duelo de perguntas de conhecimentos gerais contra o Gigatón**, ou prefere bolar os itens do menu da nova taverna do PinkBob?",https://drive.google.com/file/d/1zS6KeXq1tq2jA9iKv64hQI3RR6BQkqiX/view?usp=drive_link,Musica tema do jogo,"Pedi ao gemini:
Com base no story spine do jogo PinkBob e o Enigma do rum a seguir, quero que você crie uma música tema para o menu inicial do jogo: (Story Spine do jogo inserido aqui)",Variação 2
Suno AI,"🌹 A Marcha do Terror Perfumado (Tema do Capitão Barba Rosa) 🌹
🎼 Direção Musical e Arranjo
Estilo: Marcha orquestral pomposa, vilanesca e teatral (estilo Broadway Pirata). Tem que soar opulento e caro.

Andamento: Majestoso, imponente e ritmado (cerca de 100 BPM). O ritmo de quem desfila pelo convés esperando aplausos.

Instrumentação: * Metais dramáticos (trompetes e trompas bem fanfarrões anunciando a realeza).

Um cravo (harpsichord) rápido e clássico para dar o toque de elegância anacrônica.

Tímpanos marcantes ditando o ritmo de uma marcha implacável.

Cordas (violinos) ágeis e levemente sinistras.

Voz: Um barítono poderoso, limpo e extremamente articulado, cantando com um ar de superioridade, acompanhado por um coral de marinheiros perfeitamente disciplinados (e aterrorizados).

📜 Letra da Música
[Intro]
(Som de passos de botas de couro pesado e caro em um piso de madeira impecável. Ouve-se três borrifadas sonoras de perfume. Uma orquestra explode em um acorde dramático, majestoso e levemente exagerado)

[Verso 1]
(Voz do Barba Rosa, barítono refinado)
Abram caminho nas águas salgadas,
Lustrem os canhões e as espadas douradas!
O terror dos oceanos, com cheiro de jasmim,
Não há um corsário mais belo que a mim!
Queimem os mapas, arrumem o timão,
Sou a pura elegância em forma de capitão!

[Refrão] (Coral de Marinheiros Disciplinados)
Barba Rosa! O terror perfumado!
Barba Rosa! O mais temido e aclamado!
(Barba Rosa assume a frente)
Enquanto os fracos se afogam em rum e preguiça,
Eu busco a glória, o ouro e a cobiça!
Com fogos no céu e a navalha na mão,
Sou o dono dos mares, o rei do galeão!

[Verso 2]
(Barba Rosa com tom de desprezo cômico)
Meu sobrinho inútil ficou para trás,
Dormindo no lixo, sem brio ou cartaz.
Acha que a vida é um copo vazio?
Enquanto ele ronca, eu desvio o rio!
Eu ouvi os segredos, a lenda é real,
Atrás das galinhas, num voo letal!
O feijão é a chave, a nuvem é a meta,
Vitória brilhante... vaidade completa!

[Ponte] (O ritmo fica mais tenso, os metais soam mais perigosos. A máscara de polidez cai um pouco)
Nem lendas, nem monstros, nem vacas ou reis,
Ditarão para Barba Rosa as suas leis!
Eu lavo minhas botas com lágrimas alheias,
E prendo os tolos nas minhas teias!
Se alguém cruzar o meu caminho no mar...
(Borrifador de perfume)
Até o cheiro da morte eu vou perfumar!

[Refrão] (Coral e Barba Rosa juntos)
Barba Rosa! O terror perfumado!
Barba Rosa! O mais temido e aclamado!
Enquanto os fracos se afogam em rum e preguiça,
Eu busco a glória, o ouro e a cobiça!
Com fogos no céu e a navalha na mão,
Sou o dono dos mares, o rei do galeão!

[Outro]
(A música atinge um clímax orquestral estrondoso, digno de um final de ópera, e então para de forma abrupta, deixando apenas o som do vento no mar)

(Voz falada do Barba Rosa, com um tom esnobe, frio e olhando para o horizonte)
— ""Marujos... preparem os fogos de artifício. Nós vamos subir.""

(Uma risada perversa, controlada e extremamente refinada ecoa. A tela escurece e a música termina com uma batida seca e colossal de tímpano)",https://drive.google.com/file/d/1k-sxO-VtJXgvLjP_X9qdaTFuYOYHYJHx/view?usp=drive_link,Musica apresentação do Barba Rosa,"Pedi ao gemini:
Com base no story spine do jogo PinkBob e o Enigma do rum a seguir, quero que você crie uma música tema para o personagem barba rosa, a ser tocada no final do primeiro episódio do jogo, apresentando o antagonista que está por vir.

Eu quero apenas a letra e o estilo, como você fez com a primeira",
Flow Studio Nano Banana,"I want you to create an image showing only the bed, the chest of drawers, and the dresser. On a white background.",https://drive.google.com/file/d/1jMlDzK9wa0E6sVf-r-GXVx8hwxDpIGwK/view?usp=drive_link,Cenário: Quarto apenas cama e moveis,,
Flow Studio Nano Banana,"I want you to create the same room, but without the bed, the chest, and the dresser.
",https://drive.google.com/file/d/1TvKrcOaJORpd7jl0H2VCS-USD9FNWFOX/view?usp=drive_link,Cenário: Quarto Vazio,,
Flow Studio Nano Banana,Now I just want the bed against a white background.,https://drive.google.com/file/d/1Tbb4d8LGbMxLm1LOT0ORh9QPvein314H/view?usp=drive_link,Cenário: Cama,,
Flow Studio Nano Banana,,https://drive.google.com/file/d/1wmndQyydyZM9WMl39BLf3uQnXgxCFtqg/view?usp=drive_link,Cenário: Roupas,,
Flow Studio Nano Banana,"A single 2D object sprite illustration rendered in a rich, hand-painted digital art style with bold, expressive black outlines and deep, painterly textures, strictly matching the aesthetic and volumetric lighting of the character reference.

The Object (Playwright's Business Card):
The subject is a rectangular, hand-made business card belonging to ""João Feijão"".

Material & Condition: It is not normal cardstock. It is made from a thick, textured piece of off-white parchment or perhaps thinly pressed, dried palm leaf fiber. The edges are rough-cut, slightly frayed, and worn soft from being carried in a pocket. It has minor stains—maybe a smudge of ink, a drop of rum, or salt spray.

Typography & Design: The text is written in overly ornamental, flowing calligraphy, attempting elegance but looking slightly hurried or done with a thick quill pen. The ink is a deep sepia tone, slightly faded in places.

Content:

Prominently at the center, in large flourishes: ""JOÃO FEIJÃO"".

Directly below it, slightly smaller: ""Dramaturgo Profissional"".

At the bottom, in smaller script: ""Escritório na Ilha das Histórias"".

Graphic Element: In one corner (perhaps top left), there is a small, hand-drawn emblem: a theatrical comedy and tragedy mask duo, but the tragedy mask is wearing a pirate eye patch.

Lighting & Background:
The object is lit with warm, volumetric studio lighting that emphasizes the fibrous texture of the parchment, the slight indentations made by the quill pen, and the worn edges. The background is completely solid white.",https://drive.google.com/file/d/1OJOC_M8AFFScCrdSo_Gh8EUXY0Q-gavx/view?usp=drive_link,Objeto: Cartão do João,"Agora, com base no mesmo estilo e story spine do jogo, faça o prompt para um objeto, um cartão de visitas do João Feijão (Dramaturgo Profissional) Escritório na Ilha das Histórias. Ele deve estar em um fundo branco.

E o estilo de arte deve ser condizente com o do personagem PinkBob também enviado na imagem.",
Flow Studio Nano Banana,"A single 2D object sprite illustration rendered in a rich, hand-painted digital art style with bold, expressive black outlines and deep, painterly textures, strictly matching the aesthetic and volumetric lighting of the character reference.

The Object (Free Dinner Coupon):
The subject is a single, rectangular paper coupon, looking slightly worn and cheap despite trying to appear fancy.

Material & Condition: It is printed on thick, coarse, textured off-white cardstock that feels slightly greasy to the touch. The edges are soft, frayed, and slightly curled from sitting in a pocket. There might be a faint fold line down the middle or a small grease stain.

Design & Typography: The design attempts elegance but fails slightly. It features a decorative, swirling border printed in faded, slightly smudged red or sepia ink. The printing looks cheap, perhaps slightly misaligned.

Content:

At the top, in large, ornate, slightly gaudy font: ""CUPOM DE JANTAR GRÁTIS"".

In the center, in the largest, most pretentious script font (prominently misspelled): ""RESTOURANT"".

Below that, in smaller text: ""A melhor comida Francesa e Italiana de Porto Ressaca"".

Maybe a small, poorly printed graphic of a chef's hat or a fork and knife in one corner.

Lighting & Background:
The object is lit with warm, volumetric studio lighting that highlights the rough texture of the cheap cardstock, the imperfections in the printing ink, and the wear on the edges. The background is completely solid white.",https://drive.google.com/file/d/1xdTrFwfMkIe5BI2xrJI1ejkPLexrf-q_/view?usp=drive_link,Objeto: Cupom de Jantar grátis,"Agora, com base no mesmo estilo e story spine do jogo, faça o prompt para um objeto, um cupom de jantar grátis no ""Restourant"", a melhor comida francesa e italiana de porto ressaca. Ele deve estar em um fundo branco.

E o estilo de arte deve ser condizente com o do personagem PinkBob também enviado na imagem.",
Flow Studio Nano Banana,"A full-body 2D character sprite illustration rendered in a rich, hand-painted digital art style with bold, expressive black outlines and deep, painterly textures. The aesthetic, volumetric lighting, and detailed material rendering must strictly match the character reference.

The Character (The ""Restourant"" Cook):
The subject is a formidable female cook who works at the ambitious ""Restourant"" in Porto Ressaca. She embodies professional pride in a rough environment.

Attire (Classic Fancy Chef): She wears a traditional, pristine high-end chef uniform that contrasts with the pirate setting. This includes a very tall, stiffly starched white toque blanche (chef's hat) perched firmly on her head. She wears a thick, double-breasted white cotton chef jacket with knotted cloth buttons, rendered with deep folds and heavy fabric texture, showing it is expensive material. A long, clean white apron is tied tightly around her waist over checkered trousers (blue and white houndstooth pattern).

Appearance & Expression: She is a sturdy, middle-aged woman with a flushed face (from kitchen heat) and a stern, determined, no-nonsense expression. Her hair is tucked tightly under her hat. She looks like someone who demands perfection, even from pirates.

Pose & Prop: She stands in a confident, authoritative pose, hands on hips. She holds a large, gleaming copper saucepan (showing reflections and metallic texture) in one hand, and perhaps a large metal tasting spoon or whisk in the other.

Lighting & Background:
The character is lit with dramatic, volumetric studio lighting that emphasizes the crispness and stiff texture of her white jacket, the metallic gleam of the copper pot, and the determined lines on her face. The background is completely solid white.",https://drive.google.com/file/d/1ey54bu6rucLQOU293kAYnw1cz5dQmTix/view?usp=drive_link,NPC: Cozinheira,"Agora, com base no mesmo estilo e story spine do jogo, faça o prompt para um personagem npc cozinheira, ela trabalha no ""Restourant"" especializado em comida francesa e italiana, ela usa uma roupa clássica de chefs chiques. ElA deve estar em um fundo branco. 

E o estilo de arte deve ser condizente com o do personagem PinkBob também enviado na imagem.",
